"period","lifeform","abundance","num_samples"
"2016-07","holoplankton",0.00429343342987628,5
"2016-07","meroplankton",0.0000522121344517089,5
"2016-08","holoplankton",0.00131204277316895,4
"2016-08","meroplankton",0.0000127725946350351,4
"2016-09","holoplankton",0.00126061493715772,9
"2016-09","meroplankton",0.0000402070631156081,9
"2016-10","holoplankton",0.00220392987309044,11
"2016-10","meroplankton",0.0000349108781664104,11
"2016-11","holoplankton",0.00288752975573713,5
"2016-11","meroplankton",0.00000482321755448879,5
"2016-12","holoplankton",0.000564822877155555,4
"2016-12","meroplankton",0.000000971827852665713,4
"2017-03","holoplankton",0.00206228669076775,12
"2017-03","meroplankton",0.0000378004274849658,12
"2017-04","holoplankton",0.00198555789326455,1
"2017-04","meroplankton",0.000543415844472403,1
"2017-05","holoplankton",0.00381069017978234,13
"2017-05","meroplankton",0.000318162869484091,13
"2017-06","holoplankton",0.00515452386102757,12
"2017-06","meroplankton",0.000103667493644768,12
"2017-07","holoplankton",0.00157054459925217,5
"2017-07","meroplankton",0.0000498399147297175,5
"2017-08","holoplankton",0.00326758975689352,5
"2017-08","meroplankton",0.0000505955188600618,5
"2017-09","holoplankton",0.0027707804785498,12
"2017-09","meroplankton",0.00161534981005542,12
"2017-10","holoplankton",0.00101002594866771,13
"2017-10","meroplankton",0.000116393783363788,13
"2017-12","holoplankton",0.00132921665359256,6
"2017-12","meroplankton",0.00000829266889293859,6
"2018-01","holoplankton",0.0000753340646605868,2
"2018-01","meroplankton",0,2
"2018-02","holoplankton",0.000472470990161345,12
"2018-02","meroplankton",0.00000156754570520886,12
"2018-03","holoplankton",0.00194739368640897,8
"2018-03","meroplankton",0.0000121845997933027,8
"2018-04","holoplankton",0.000721373099615584,4
"2018-04","meroplankton",0.0000141825563804611,4
"2018-05","holoplankton",0.00204051336052217,13
"2018-05","meroplankton",0.000103481466781057,13
"2018-06","holoplankton",0.00535476709379021,11
"2018-06","meroplankton",0.000208634621462512,11
"2018-07","holoplankton",0.00301964275520198,5
"2018-07","meroplankton",0.0000393194864144664,5
"2018-08","holoplankton",0.000806621722348581,5
"2018-08","meroplankton",0.000283982883314028,5
"2018-09","holoplankton",0.000752943317604907,13
"2018-09","meroplankton",0.0000359682245760065,13
"2018-10","holoplankton",0.000521206399781933,13
"2018-10","meroplankton",0.0000188670513571072,13
"2018-11","holoplankton",0.000682530508448877,13
"2018-11","meroplankton",0.00000690208450527425,13
"2018-12","holoplankton",0.000790175189866453,5
"2018-12","meroplankton",0.00000732950222554308,5
"2019-01","holoplankton",0.00058792845212609,13
"2019-01","meroplankton",0.00000472174270177934,13
"2019-02","holoplankton",0.000838425998930964,5
"2019-02","meroplankton",0.0000410547684697557,5
"2019-03","holoplankton",0.00166012998512004,13
"2019-03","meroplankton",0.0000481670920905396,13
"2019-04","holoplankton",0.000173071881357266,13
"2019-04","meroplankton",0.0000672809845686268,13
"2019-05","holoplankton",0.00442874157572984,13
"2019-05","meroplankton",0.000370594218090268,13
"2019-06","holoplankton",0.00266815750257065,5
"2019-06","meroplankton",0.0000225677529000369,5
"2019-07","holoplankton",0.00114766869503588,5
"2019-07","meroplankton",0.000147871229010505,5
"2019-08","holoplankton",0.00127658946122141,5
"2019-08","meroplankton",0.0000992565912868655,5
"2019-09","holoplankton",0.00139842227786928,4
"2019-09","meroplankton",0.0000113473765653915,4
"2019-10","holoplankton",0.000986594223258806,7
"2019-10","meroplankton",0.0000219129206499713,7
"2019-11","holoplankton",0.000583730181919719,5
"2019-11","meroplankton",0.00000136308322192074,5
"2019-12","holoplankton",0.000395864381728134,13
"2019-12","meroplankton",0.000001000812120421,13
"2020-02","holoplankton",0.00108774041109276,2
"2020-02","meroplankton",0.000010904665775366,2
"2020-05","holoplankton",0.00362223571769057,5
"2020-05","meroplankton",0.000203532124898547,5
"2020-06","holoplankton",0.00735405777866931,5
"2020-06","meroplankton",0.000391509456400182,5
"2020-07","holoplankton",0.0121682990667638,5
"2020-07","meroplankton",0.0000610940890235246,5
"2020-08","holoplankton",0.00156182547126791,5
"2020-08","meroplankton",0.000220796181383264,5
"2020-09","holoplankton",0.00103131253817813,4
"2020-09","meroplankton",0.000173557053851091,4
"2020-11","holoplankton",0.0015457872465647,5
"2020-11","meroplankton",0.00000545233288768298,5
"2020-12","holoplankton",0.000924677523875182,4
"2020-12","meroplankton",0.00000597160268650993,4
